Departement,Collectivite,Lieu de vote,Bureau de votes,Nombre electeur
FATICK,DIAKHAO,C.E.M DIAKHAO,1,423
FATICK,DIAKHAO,C.E.M DIAKHAO,2,422
FATICK,DIAKHAO,DIAKHAO ECOLE,1,517
FATICK,DIAKHAO,DIAKHAO ECOLE,2,514
FATICK,DIAKHAO,DIAKHAO ECOLE,3,517
FATICK,DIAKHAO,DIAKHAO ECOLE,4,516
FATICK,DIAOULE,DIAOULE ECOLE,1,444
FATICK,DIAOULE,DIAOULE ECOLE,2,444
FATICK,DIAOULE,DIAOULE ECOLE,3,443
FATICK,DIAOULE,ECOLE BOOF COOP,1,209
FATICK,DIAOULE,ECOLE DIAMBEYE,1,207
FATICK,DIAOULE,ECOLE DIATMOURI,1,365
FATICK,DIAOULE,ECOLE KEUR GUEDJI,1,128
FATICK,DIAOULE,FELANE,1,431
FATICK,DIAOULE,GALANGUE SERERE,1,351
FATICK,DIAOULE,KORA,1,306
FATICK,DIAOULE,MAROUTTE,1,281
FATICK,DIAOULE,MAROUTTE,2,280
FATICK,DIAOULE,NDAGANE,1,360
FATICK,DIAOULE,SABAR ECOLE,1,316
FATICK,DIAOULE,SAMBAME,1,135
FATICK,DIAOULE,SOMNOMADE,1,361
FATICK,DIAOULE,TENE TOUBAB SERERE,1,127
FATICK,DIARRERE,BICOLE,1,359
FATICK,DIARRERE,BICOLE,2,360
FATICK,DIARRERE,DIARRERE,1,533
FATICK,DIARRERE,DIARRERE,2,533
FATICK,DIARRERE,DIARRERE,3,532
FATICK,DIARRERE,DIARRERE,4,533
FATICK,DIARRERE,DIARRERE,5,532
FATICK,DIARRERE,DIOHINE,1,548
FATICK,DIARRERE,DIOHINE,2,547
FATICK,DIARRERE,DIOHINE,3,547
FATICK,DIARRERE,ECOLE KHASSOUS,1,276
FATICK,DIARRERE,ECOLE LEME,1,176
FATICK,DIARRERE,ECOLE NDOUF,1,334
FATICK,DIARRERE,ECOLE WANDIANA,1,208
FATICK,DIARRERE,GADIACK 1,1,388
FATICK,DIARRERE,GADIACK 1,2,389
FATICK,DIARRERE,GODEL,1,334
FATICK,DIARRERE,KOTHIOKH,1,487
FATICK,DIARRERE,LOGDIR,1,444
FATICK,DIARRERE,MBASSIS ECOLE,1,241
FATICK,DIARRERE,MBETITE,1,484
FATICK,DIARRERE,NDOUNDOKH,1,375
FATICK,DIARRERE,NGARDIAME,1,236
FATICK,DIARRERE,NGODJILEME,1,221
FATICK,DIARRERE,POULTOCK DIOHINE,1,555
FATICK,DIARRERE,SANGHARE,1,325
FATICK,DIARRERE,SOBEME,1,317
FATICK,DIOFIOR,ECOLE COLY SENGHOR,1,592
FATICK,DIOFIOR,ECOLE COLY SENGHOR,2,591
FATICK,DIOFIOR,ECOLE COLY SENGHOR,3,592
FATICK,DIOFIOR,ECOLE COLY SENGHOR,4,591
FATICK,DIOFIOR,ECOLE COLY SENGHOR,5,590
FATICK,DIOFIOR,ECOLE COLY SENGHOR,6,338
FATICK,DIOFIOR,ECOLE COLY SENGHOR,7,338
FATICK,DIOFIOR,ECOLE SINDIANEKA,1,600
FATICK,DIOFIOR,ECOLE SINDIANEKA,2,598
FATICK,DIOFIOR,ECOLE SINDIANEKA,3,598
FATICK,DIOFIOR,ECOLE SINDIANEKA,4,481
FATICK,DIOFIOR,ECOLE SINDIANEKA,5,481
FATICK,DIOFIOR,ECOLE SINDIANEKA,6,288
FATICK,DIOFIOR,MAIRIE,1,590
FATICK,DIOFIOR,MAIRIE,2,123
FATICK,DIOUROUP,DIOP NDOFFENE,1,395
FATICK,DIOUROUP,DIOP NDOFFENE,2,394
FATICK,DIOUROUP,DIORAL,1,377
