Departement,Collectivite,Lieu de vote,Bureau de votes,Nombre electeur
BIRKILANE,BIRKILANE,ECOLE ABDOUL AZIZ BOUSSO,1,544
BIRKILANE,BIRKILANE,ECOLE ABDOUL AZIZ BOUSSO,2,543
BIRKILANE,BIRKILANE,ECOLE ABDOUL AZIZ BOUSSO,3,368
BIRKILANE,BIRKILANE,ECOLE ABDOUL AZIZ BOUSSO,4,370
BIRKILANE,BIRKILANE,ECOLE MOR KHOUDIA SY,1,345
BIRKILANE,BIRKILANE,ECOLE MOR KHOUDIA SY,2,345
BIRKILANE,BIRKILANE,ECOLE MOR KHOUDIA SY,3,345
BIRKILANE,BIRKILANE,ECOLE THIANDELLA FALL,1,310
BIRKILANE,BIRKILANE,ECOLE THIANDELLA FALL,2,311
BIRKILANE,BIRKILANE,ECOLE THIANDELLA FALL,3,311
BIRKILANE,BIRKILANE,ECOLE THIANDELLA FALL,4,311
BIRKILANE,BIRKILANE,ECOLE THIANDELLA FALL,5,311
BIRKILANE,BIRKILANE,ECOLE THIANDELLA FALL,6,310
BIRKILANE,DIAMAL,DIAMAL,1,421
BIRKILANE,DIAMAL,DIAMAL,2,421
BIRKILANE,DIAMAL,DIAMAL,3,420
BIRKILANE,DIAMAL,ECOLE ELEMENTAIRE GAMA,1,385
BIRKILANE,DIAMAL,ECOLE FRANCO-ARABE KEUR ISMAILA,1,404
BIRKILANE,DIAMAL,ECOLE KEBE GOUYE,1,349
BIRKILANE,DIAMAL,ECOLE NGORDJILENE MOURIDE,1,259
BIRKILANE,DIAMAL,FASS MAKHTAR,1,148
BIRKILANE,DIAMAL,GAINTHE BOYE,1,145
BIRKILANE,DIAMAL,KEUR IBRAHIMA MBAYE,1,160
BIRKILANE,DIAMAL,KORKY BAMBARA,1,441
BIRKILANE,DIAMAL,LOUGOL,1,287
BIRKILANE,DIAMAL,NDANGHANE,1,348
BIRKILANE,KEUR MBOUCKI,DARA NGUER,1,258
BIRKILANE,KEUR MBOUCKI,ECOLE KEUR MAGAYE,1,363
BIRKILANE,KEUR MBOUCKI,ECOLE SOKHNA MAI MBACKE,1,388
BIRKILANE,KEUR MBOUCKI,ECOLE THICATTE WOLOF,1,218
BIRKILANE,KEUR MBOUCKI,ECOLE THICATTE WOLOF,2,218
BIRKILANE,KEUR MBOUCKI,ECOLE THIKATE GALLO,1,149
BIRKILANE,KEUR MBOUCKI,ECOLE TOUBA KHADAMA,1,290
BIRKILANE,KEUR MBOUCKI,KEUR MBOUCKI,1,446
BIRKILANE,KEUR MBOUCKI,KEUR MBOUCKI,2,446
BIRKILANE,KEUR MBOUCKI,KEUR MBOUCKI,3,445
BIRKILANE,KEUR MBOUCKI,NDIAYENE WALI,1,347
BIRKILANE,KEUR MBOUCKI,NDIAYENE WALI,2,347
BIRKILANE,MABO,BARKEDJI,1,259
BIRKILANE,MABO,DIAMA FARA,1,378
BIRKILANE,MABO,DIAMA FARA,2,378
BIRKILANE,MABO,ECOLE ELEMENTAIRE DAGA BALLA,1,403
BIRKILANE,MABO,ECOLE ELEMENTAIRE NDOYLI,1,307
BIRKILANE,MABO,ECOLE ELEMENTAIRE SANTHIE THIAKHO,1,306
BIRKILANE,MABO,ECOLE ELEMENTAIRE SIMBARA,1,273
BIRKILANE,MABO,ECOLE ELEMENTAIRE SINE MADAMEL,1,318
BIRKILANE,MABO,ECOLE MAKA SACOUMBA,1,429
BIRKILANE,MABO,FASS GADE,1,85
BIRKILANE,MABO,KASSASS,1,475
BIRKILANE,MABO,KASSASS,2,200
BIRKILANE,MABO,KEUR DJIBI,1,372
BIRKILANE,MABO,KEUR MADEMBA GUEYE,1,220
BIRKILANE,MABO,KOUMPEUL WOLOF,1,508
BIRKILANE,MABO,LYCEE MABO,1,375
BIRKILANE,MABO,LYCEE MABO,2,374
BIRKILANE,MABO,MABO 1,1,556
BIRKILANE,MABO,MABO 1,2,556
BIRKILANE,MABO,MABO 1,3,555
BIRKILANE,MABO,MEDINA THIAKHO,1,387
BIRKILANE,MABO,MEDINA THISSE,1,372
BIRKILANE,MABO,NDIORAL BIRANE DIOP,1,299
BIRKILANE,MABO,OUANAR,1,532
