Departement,Collectivite,Lieu de vote,Bureau de votes,Nombre electeur
BIGNONA,BALINGORE,BAGAYA,1,480
BIGNONA,BALINGORE,ECOLE BALEVE,1,466
BIGNONA,BALINGORE,ECOLE DE DJIROKIR,1,210
BIGNONA,BALINGORE,ECOLE DE DJIROKIR,2,209
BIGNONA,BALINGORE,ECOLE ETEKOM,1,207
BIGNONA,BALINGORE,FOYER DES JEUNES,1,311
BIGNONA,BALINGORE,MANDEGANE,1,342
BIGNONA,BALINGORE,MANDEGANE,2,341
BIGNONA,BALINGORE,MANDEGANE,3,341
BIGNONA,BIGNONA,BANDIONKOTO,1,600
BIGNONA,BIGNONA,BANDIONKOTO,2,599
BIGNONA,BIGNONA,BANDIONKOTO,3,600
BIGNONA,BIGNONA,BANDIONKOTO,4,596
BIGNONA,BIGNONA,BANDIONKOTO,5,595
BIGNONA,BIGNONA,BASSENE,1,384
BIGNONA,BIGNONA,BASSENE,2,384
BIGNONA,BIGNONA,BASSENE,3,384
BIGNONA,BIGNONA,BASSENE,4,384
BIGNONA,BIGNONA,BASSENE,5,383
BIGNONA,BIGNONA,BASSENE,6,383
BIGNONA,BIGNONA,BASSENE,7,383
BIGNONA,BIGNONA,CHATEAU D'EAU,1,589
BIGNONA,BIGNONA,CHATEAU D'EAU,2,589
BIGNONA,BIGNONA,CHATEAU D'EAU,3,589
BIGNONA,BIGNONA,CHATEAU D'EAU,4,588
BIGNONA,BIGNONA,CHATEAU D'EAU,5,588
BIGNONA,BIGNONA,KADIAMORE,1,599
BIGNONA,BIGNONA,KADIAMORE,2,600
BIGNONA,BIGNONA,KADIAMORE,3,600
BIGNONA,BIGNONA,KADIAMORE,4,574
BIGNONA,BIGNONA,KADIAMORE,5,202
BIGNONA,BIGNONA,MANGUILINE,1,358
BIGNONA,BIGNONA,MANGUILINE,2,358
BIGNONA,BIGNONA,MANGUILINE,3,358
BIGNONA,BIGNONA,MANGUILINE,4,358
BIGNONA,BIGNONA,MANGUILINE,5,358
BIGNONA,BIGNONA,MANGUILINE,6,356
BIGNONA,BIGNONA,MANGUILINE,7,357
BIGNONA,BIGNONA,MEDINA PLATEAU,1,599
BIGNONA,BIGNONA,MEDINA PLATEAU,2,600
BIGNONA,BIGNONA,MEDINA PLATEAU,3,599
BIGNONA,BIGNONA,MEDINA PLATEAU,4,600
BIGNONA,BIGNONA,MEDINA PLATEAU,5,600
BIGNONA,BIGNONA,MEDINA PLATEAU,6,600
BIGNONA,BIGNONA,MEDINA PLATEAU,7,600
BIGNONA,BIGNONA,MEDINA PLATEAU,8,600
BIGNONA,BIGNONA,MEDINA PLATEAU,9,533
BIGNONA,BIGNONA,MEDINA PLATEAU,10,533
BIGNONA,BIGNONA,MEDINA PLATEAU,11,533
BIGNONA,BIGNONA,MEDINA PLATEAU,12,534
BIGNONA,BIGNONA,MEDINA PLATEAU,13,532
BIGNONA,BIGNONA,MEDINA PLATEAU,14,534
BIGNONA,COUBALAN,BOURECK,1,259
BIGNONA,COUBALAN,BOURECK,2,259
BIGNONA,COUBALAN,C. E. M. DE COUBANAO,1,437
BIGNONA,COUBALAN,C. E. M. DE COUBANAO,2,437
BIGNONA,COUBALAN,C. E. M. DE COUBANAO,3,435
BIGNONA,COUBALAN,DJIGUINOUM,1,472
BIGNONA,COUBALAN,DJILACOUNE,1,364
BIGNONA,COUBALAN,ECOLE ELEMENTAIRE DE BOULINDIENG,1,204
BIGNONA,COUBALAN,ECOLE ELEMENTAIRE DE HATHIOUNE,1,385
BIGNONA,COUBALAN,ECOLE PRESCOLAIRE DE COUBALAN,1,535
BIGNONA,COUBALAN,ECOLE PRESCOLAIRE DE COUBALAN,2,535
BIGNONA,COUBALAN,FINTHIOCK,1,329
BIGNONA,COUBALAN,FINTHIOCK,2,329
BIGNONA,COUBALAN,NIANDANE,1,371
BIGNONA,DIEGOUNE,DIEGOUNE ECOLE 1,1,313
BIGNONA,DIEGOUNE,DIEGOUNE ECOLE 1,2,313
BIGNONA,DIEGOUNE,DIEGOUNE ECOLE 1,3,312
BIGNONA,DIEGOUNE,DIEGOUNE ECOLE 2,1,341
BIGNONA,DIEGOUNE,DIEGOUNE ECOLE 2,2,340
BIGNONA,DIEGOUNE,DJIMANDE,1,474
BIGNONA,DIEGOUNE,KAGNOBON ECOLE 1,1,338
BIGNONA,DIEGOUNE,KAGNOBON ECOLE 1,2,338
BIGNONA,DIEGOUNE,KAGNOBON ECOLE 1,3,337
BIGNONA,DIEGOUNE,KAGNOBON ECOLE 1,4,337
BIGNONA,DIEGOUNE,KAGNOBON ECOLE 2,1,504
BIGNONA,DIEGOUNE,KAGNOBON ECOLE KADJIGUENE,1,332
BIGNONA,DIEGOUNE,KAGNOBON ECOLE KADJIGUENE,2,332
BIGNONA,DIOULOULOU,DIOULOULOU ECOLE 1,1,593
BIGNONA,DIOULOULOU,DIOULOULOU ECOLE 1,2,592
BIGNONA,DIOULOULOU,DIOULOULOU ECOLE 2,1,542
BIGNONA,DIOULOULOU,DIOULOULOU ECOLE 2,2,542
BIGNONA,DIOULOULOU,MISSIRA,1,318
BIGNONA,DIOULOULOU,SANTHIBA ECOLE ELEMENTAIRE,1,465
BIGNONA,DJIBIDIONE,BALLA BASSENE,1,346
BIGNONA,DJIBIDIONE,BOULAYOTTE,1,48
BIGNONA,DJIBIDIONE,BOULINGHOYE,1,289
BIGNONA,DJIBIDIONE,BRINDIAGO,1,384
BIGNONA,DJIBIDIONE,DIABOUDIOR FRONTIERE,1,153
BIGNONA,DJIBIDIONE,DIACOYE COMBOLI,1,216
BIGNONA,DJIBIDIONE,DIOCADOU,1,96
BIGNONA,DJIBIDIONE,DIONDJI,1,263
BIGNONA,DJIBIDIONE,DJIBIDIONE,1,454
BIGNONA,DJIBIDIONE,DJIGOUDIERE,1,13
BIGNONA,DJIBIDIONE,DJIRAL,1,293
BIGNONA,DJIBIDIONE,KABOUNGOUTE,1,282
BIGNONA,DJIBIDIONE,MASSARA,1,219
BIGNONA,DJINAKI,BADIANA,1,341
BIGNONA,DJINAKI,BADIANA,2,340
BIGNONA,DJINAKI,BALINE,1,224
BIGNONA,DJINAKI,BARANLIRE,1,235
BIGNONA,DJINAKI,BELAYE,1,387
BIGNONA,DJINAKI,DJINAKI,1,442
BIGNONA,DJINAKI,DJINAKI,2,441
BIGNONA,DJINAKI,DJIOUNOUNDIE,1,124
BIGNONA,DJINAKI,EBINAKO,1,517
BIGNONA,DJINAKI,EBINAKO,2,518
BIGNONA,DJINAKI,EBINKINE,1,264
BIGNONA,DJINAKI,EBINKINE,2,264
BIGNONA,DJINAKI,KABILINE,1,355
BIGNONA,DJINAKI,KABILINE,2,355
BIGNONA,DJINAKI,KABILINE,3,355
BIGNONA,DJINAKI,KABILINE MAMBOURO OU KAB. 2,1,458
BIGNONA,DJINAKI,KARONGUE,1,332
BIGNONA,DJINAKI,MAHAMOUDA CHERIF,1,427
BIGNONA,DJINAKI,TANDINE,1,312
BIGNONA,DJINAKI,WANGARANG,1,274
BIGNONA,KAFOUNTINE,ABENE,1,508
BIGNONA,KAFOUNTINE,ABENE,2,508
BIGNONA,KAFOUNTINE,ABENE,3,506
BIGNONA,KAFOUNTINE,ALBADAR,1,392
BIGNONA,KAFOUNTINE,ALBADAR,2,392
BIGNONA,KAFOUNTINE,BOUNE,1,101
BIGNONA,KAFOUNTINE,CAYLO,1,83
BIGNONA,KAFOUNTINE,COLOMBA,1,259
BIGNONA,KAFOUNTINE,COUBA,1,222
BIGNONA,KAFOUNTINE,DIANNA,1,425
BIGNONA,KAFOUNTINE,DIANNA,2,424
BIGNONA,KAFOUNTINE,DIANNA,3,425
BIGNONA,KAFOUNTINE,DIANNAH KABAR,1,299
BIGNONA,KAFOUNTINE,DIOGUE,1,344
BIGNONA,KAFOUNTINE,HAERE,1,219
BIGNONA,KAFOUNTINE,HILLOL,1,254
BIGNONA,KAFOUNTINE,HITOU,1,187
BIGNONA,KAFOUNTINE,KAFOUNTINE,1,565
BIGNONA,KAFOUNTINE,KAFOUNTINE,2,566
BIGNONA,KAFOUNTINE,KAFOUNTINE,3,566
BIGNONA,KAFOUNTINE,KAFOUNTINE,4,566
BIGNONA,KAFOUNTINE,KAFOUNTINE,5,566
BIGNONA,KAFOUNTINE,KAFOUNTINE,6,566
BIGNONA,KAFOUNTINE,KAFOUNTINE,7,566
BIGNONA,KAFOUNTINE,KAFOUNTINE,8,566
BIGNONA,KAFOUNTINE,KAFOUNTINE,9,566
BIGNONA,KAFOUNTINE,KAFOUNTINE,10,565
BIGNONA,KAFOUNTINE,KAFOUNTINE,11,566
BIGNONA,KAFOUNTINE,KAFOUNTINE,12,565
BIGNONA,KAFOUNTINE,NIOMOUNE,1,325
BIGNONA,KAFOUNTINE,SALOULOU,1,243
BIGNONA,KARTIACK,BASSIRE,1,421
BIGNONA,KARTIACK,DIANKI,1,413
BIGNONA,KARTIACK,DIANKI,2,412
BIGNONA,KARTIACK,DIANKI,3,411
BIGNONA,KARTIACK,KARTIACK,1,544
BIGNONA,KARTIACK,KARTIACK,2,543
BIGNONA,KARTIACK,KARTIACK,3,542
BIGNONA,KARTIACK,THIOBON,1,490
BIGNONA,KARTIACK,THIOBON,2,490
BIGNONA,KATABA 1,BANDJIKAKI,1,296
BIGNONA,KATABA 1,BANDJIKAKI,2,294
BIGNONA,KATABA 1,DAROUL KHAIRY,1,378
